,online_order,book_table,Ratings,Votes,Rest_Type,dish_liked,Cuisines,Cost_of_2_people,Type,City
37822,1,0,3.7,592,62,888,880,250.0,2,20
37823,1,0,4.3,294,72,1841,1399,500.0,2,20
37824,1,0,4.2,382,13,5200,1488,500.0,2,20
37825,1,0,3.4,357,62,778,1163,350.0,2,20
37827,1,0,4.2,3569,13,712,460,650.0,2,20
37828,1,0,3.3,262,20,278,1203,500.0,2,20
37829,1,0,3.4,83,72,5085,1163,200.0,2,20
37831,1,0,4.0,3236,20,3412,1409,750.0,2,20
37833,1,0,4.0,114,29,2273,236,650.0,2,20
37834,1,0,3.8,235,62,2191,1484,750.0,2,20
37835,1,0,3.8,71,30,2332,797,400.0,2,20
37837,1,0,3.6,209,62,547,323,400.0,2,20
37839,1,0,3.9,376,70,4112,1128,200.0,2,20
37840,1,0,3.8,99,29,3797,1475,800.0,2,20
37841,1,0,4.0,152,20,2857,1163,600.0,2,20
37842,1,0,4.0,629,35,4852,782,450.0,2,20
37843,1,0,4.9,1749,30,1610,772,400.0,2,20
37844,1,1,3.8,195,20,2116,275,800.0,2,20
37845,1,0,4.1,206,62,1720,1604,250.0,2,20
37846,1,0,4.1,166,62,5211,686,500.0,2,20
37847,1,0,3.9,107,29,4299,1197,500.0,2,20
37848,1,0,3.9,653,62,521,324,600.0,2,20
37849,1,1,3.2,60,62,265,861,400.0,2,20
37851,1,0,4.2,740,62,487,870,250.0,2,20
37852,1,0,4.3,150,20,747,295,650.0,2,20
37854,1,1,4.4,3702,23,3309,1474,1300.0,2,20
37855,1,0,4.6,2513,20,1465,814,1600.0,2,20
37857,1,1,4.2,2720,13,3721,407,1200.0,2,20
37860,1,0,3.8,68,10,927,512,500.0,2,20
37862,1,0,4.0,47,30,1913,778,300.0,2,20
37863,1,0,4.5,221,41,246,778,450.0,2,20
37864,1,0,4.0,177,20,1044,237,750.0,2,20
37865,1,1,4.7,4811,59,4561,1468,1300.0,2,20
37866,1,0,3.9,107,62,4354,943,500.0,2,20
37867,1,0,4.2,84,62,5020,1638,150.0,2,20
37868,1,0,3.9,105,62,2205,822,200.0,2,20
37869,1,0,3.0,165,62,4226,830,350.0,2,20
37870,1,0,4.4,1106,1,3847,179,600.0,2,20
37871,1,0,2.8,110,20,4981,620,500.0,2,20
37872,1,0,2.9,75,20,299,1163,500.0,2,20
37873,1,1,4.3,2047,20,4712,1637,1500.0,2,20
37874,1,0,3.6,124,43,528,1680,400.0,2,20
37875,1,0,3.9,87,35,5184,779,400.0,2,20
37876,1,0,3.9,272,12,127,1663,250.0,2,20
37877,1,0,4.2,175,20,2987,1158,800.0,2,20
37880,1,0,3.7,43,20,4923,604,900.0,2,20
37881,1,1,4.2,404,5,3345,898,1600.0,2,20
37882,1,0,3.5,61,62,3906,1008,300.0,2,20
37883,1,0,4.1,54,20,1802,937,550.0,2,20
37884,1,1,4.5,1636,20,3660,1014,1300.0,2,20
37887,1,0,4.3,120,30,5165,794,400.0,2,20
37889,1,0,4.1,129,22,5189,660,900.0,2,20
37893,1,1,4.1,629,20,3587,47,1100.0,2,20
37894,1,0,3.9,103,70,917,1128,400.0,2,20
37895,1,0,3.8,54,11,4968,783,400.0,2,20
37896,1,0,4.2,443,14,1633,483,700.0,2,20
37897,1,0,4.3,579,13,1341,408,700.0,2,20
37898,1,0,3.9,86,62,2688,871,200.0,2,20
37899,1,1,4.0,1024,20,3337,1382,700.0,2,20
37901,1,0,3.9,149,30,4245,962,500.0,2,20
37902,1,0,3.2,65,45,3619,942,300.0,2,20
37906,1,0,4.2,94,62,2028,1571,300.0,2,20
37908,1,0,3.8,62,20,3470,1599,400.0,2,20
37910,1,0,4.0,70,29,2558,1119,600.0,2,20
37912,1,0,3.9,113,62,4205,866,250.0,2,20
37913,1,0,4.1,79,64,4533,869,350.0,2,20
37914,1,0,3.9,111,30,2356,784,400.0,2,20
37915,1,0,3.8,122,62,3859,1484,400.0,2,20
37916,1,0,2.8,302,20,3033,236,500.0,2,20
37917,1,1,4.4,2239,39,4759,1020,3000.0,2,20
37919,1,0,4.3,129,20,5001,1664,700.0,2,20
37921,1,0,3.9,241,13,2150,333,700.0,2,20
37923,1,0,4.1,46,9,435,215,400.0,2,20
37925,1,0,4.3,7568,46,3362,33,1500.0,2,20
37926,1,0,3.9,148,41,1902,182,450.0,2,20
37927,1,0,3.8,111,62,4304,84,300.0,2,20
37930,1,0,4.1,257,13,3774,403,500.0,2,20
37933,1,1,4.2,2854,22,4028,1016,800.0,2,20
37934,1,0,4.2,132,30,90,955,180.0,2,20
37935,1,0,3.9,61,9,2165,217,150.0,2,20
37936,1,0,4.0,29,0,1319,181,500.0,2,20
37937,1,0,4.2,1770,20,3312,627,750.0,2,20
37938,1,0,3.9,456,62,2315,271,400.0,2,20
37940,1,0,2.6,310,20,3077,1152,700.0,2,20
37941,1,0,3.8,111,30,1184,188,500.0,2,20
37942,1,0,4.3,657,17,835,428,750.0,2,20
37943,0,1,4.4,2052,21,2262,933,1200.0,2,20
37946,1,1,3.9,96,21,113,1154,1300.0,2,20
37947,0,0,4.3,1720,46,2831,714,1300.0,2,20
37954,1,0,4.1,45,30,3304,794,300.0,2,20
37955,1,0,3.8,265,20,2721,606,850.0,2,20
37956,1,0,3.9,206,20,4201,1242,500.0,2,20
37957,1,0,3.8,165,62,3972,1486,600.0,2,20
37958,1,0,4.0,114,20,3693,978,1000.0,2,20
37960,1,0,4.1,481,13,668,346,700.0,2,20
37961,1,1,4.3,864,22,4881,661,1000.0,2,20
37964,1,0,4.2,231,2,2683,194,300.0,2,20
37965,1,0,4.3,327,20,2613,1382,800.0,2,20
37966,1,0,3.9,227,20,4320,1349,950.0,2,20
37967,1,0,3.8,59,69,1885,858,300.0,2,20
37968,1,0,3.9,366,20,2223,1270,800.0,2,20
37971,1,0,3.3,65,13,832,437,900.0,2,20
37973,1,0,3.7,54,13,3654,360,600.0,2,20
37974,1,0,3.9,212,20,3925,1491,800.0,2,20
37976,1,0,4.0,186,62,4267,871,350.0,2,20
37977,1,0,3.9,87,20,2309,1249,500.0,2,20
37980,1,1,4.2,984,21,4642,919,1000.0,2,20
37981,1,0,3.7,184,62,611,834,500.0,2,20
37982,1,0,4.1,161,62,3536,1461,300.0,2,20
37984,1,1,4.2,2286,21,1523,820,1400.0,2,20
37986,1,1,4.4,1849,20,3928,1015,1500.0,2,20
37987,1,0,4.2,744,13,4511,407,750.0,2,20
37990,1,0,4.1,184,30,1729,772,550.0,2,20
37993,1,1,4.1,2144,27,4374,540,2000.0,2,20
37999,1,0,4.3,98,20,4618,1094,550.0,2,20
38002,1,1,4.0,938,21,615,22,1000.0,2,20
38003,1,0,3.9,170,62,4198,1406,600.0,2,20
38004,1,0,3.9,65,63,701,824,250.0,2,20
38006,1,1,4.3,772,20,4915,1504,1400.0,2,20
38007,0,0,2.5,35,62,106,822,200.0,2,20
38009,1,0,4.1,1131,20,4705,14,1500.0,2,20
38013,1,0,4.1,117,13,1709,169,700.0,2,20
38014,1,0,4.0,869,62,1400,1618,400.0,2,20
38016,1,0,2.8,55,62,2763,1627,400.0,2,20
38018,1,0,3.7,75,30,5133,778,350.0,2,20
38020,1,0,3.8,106,62,5035,1571,200.0,2,20
38023,1,0,3.9,156,20,2713,1203,450.0,2,20
38024,1,0,4.2,121,21,4338,1159,1000.0,2,20
38025,1,0,3.8,261,13,1727,333,700.0,2,20
38027,1,0,4.1,159,13,674,456,300.0,2,20
38031,1,0,2.9,50,62,2794,1599,350.0,2,20
38032,1,0,4.0,140,62,2135,826,400.0,2,20
38033,1,0,4.0,68,30,2331,772,250.0,2,20
38036,1,0,3.9,185,20,1719,1609,400.0,2,20
38037,1,0,4.1,1214,4,1578,665,2000.0,2,20
38038,1,0,3.8,208,20,4934,1607,400.0,2,20
38039,1,1,4.3,968,13,2903,386,750.0,2,20
38040,1,1,4.3,74,20,99,1551,700.0,2,20
38041,1,0,4.2,34,30,2054,792,300.0,2,20
38045,1,0,4.4,227,62,694,320,700.0,2,20
38047,1,1,4.1,770,21,4732,29,1200.0,2,20
38049,0,0,3.7,32,20,265,1342,800.0,2,20
38050,1,0,3.6,53,20,3569,1241,600.0,2,20
38051,1,1,4.1,300,20,429,920,1000.0,2,20
38052,1,0,3.6,83,20,3068,1203,500.0,2,20
38054,1,0,3.9,134,20,4900,1098,700.0,2,20
38056,1,0,4.4,69,62,2446,794,300.0,2,20
38058,0,0,3.9,156,20,907,1237,600.0,2,20
38060,0,0,4.1,1545,57,188,765,1200.0,2,20
38061,1,0,3.7,66,13,2850,484,800.0,2,20
38063,1,0,4.3,2151,20,1058,240,600.0,2,20
38064,1,0,3.6,96,16,3592,374,650.0,2,20
38068,1,0,4.1,118,14,2364,351,500.0,2,20
38070,1,0,3.9,56,62,1283,257,400.0,2,20
38071,0,1,4.1,1339,21,3756,815,2100.0,2,20
38072,1,0,4.0,789,62,4288,90,400.0,2,20
38077,1,1,4.4,232,5,3394,122,2000.0,2,20
38078,1,0,3.8,76,62,4554,1163,300.0,2,20
38084,1,0,4.0,280,20,3211,1301,600.0,2,20
38085,1,0,3.4,122,13,1650,363,600.0,2,20
38089,1,0,3.8,75,20,2140,674,1000.0,2,20
38094,1,0,3.0,40,30,242,956,200.0,2,20
38095,1,0,3.7,280,20,4603,1279,800.0,2,20
38099,0,0,3.8,99,13,135,421,600.0,2,20
38100,1,1,2.2,409,20,3160,1115,1000.0,2,20
38104,1,1,4.2,4748,20,858,1213,1500.0,2,20
38107,1,0,3.9,113,62,2570,1163,150.0,2,20
38111,1,0,3.8,38,20,1411,214,400.0,2,20
38113,1,0,3.4,76,72,34,1275,400.0,2,20
38116,1,1,4.3,569,20,2095,572,1200.0,2,20
38118,1,0,3.9,256,20,386,1103,700.0,2,20
38119,1,1,4.4,1124,21,2093,209,1200.0,2,20
38120,0,1,4.0,930,20,5087,1501,800.0,2,20
38121,1,0,3.8,75,13,4456,344,650.0,2,20
38122,1,0,3.4,63,62,1895,267,400.0,2,20
38124,1,1,4.5,1238,21,4758,146,1700.0,2,20
38125,1,0,3.9,119,20,1762,514,600.0,2,20
38126,1,0,3.700448817952718,0,20,265,256,800.0,2,20
38127,1,1,4.5,1418,21,2373,522,1700.0,2,20
38128,1,0,3.9,464,16,1347,341,800.0,2,20
38130,1,0,3.7,160,20,3277,606,700.0,2,20
38131,1,0,4.0,55,20,4643,1025,1500.0,2,20
38132,1,1,4.3,509,21,4153,560,1300.0,2,20
38134,1,0,2.6,72,62,798,1599,300.0,2,20
38135,1,1,3.9,1937,20,4387,1673,2100.0,2,20
38138,1,0,4.1,398,20,805,545,600.0,2,20
38139,1,1,4.1,456,20,2569,1163,600.0,2,20
38140,1,1,4.2,476,20,2556,1279,1700.0,2,20
38141,1,0,4.1,403,20,2553,1385,750.0,2,20
38142,1,1,3.9,1370,37,3047,1163,2100.0,2,20
38145,1,0,3.5,126,20,3229,560,700.0,2,20
38146,1,0,4.2,136,20,3142,162,1500.0,2,20
38147,1,1,4.2,176,20,4956,1293,700.0,2,20
38148,1,1,4.3,3492,61,5205,648,1700.0,2,20
38150,1,1,4.1,864,20,4626,1544,1400.0,2,20
38151,1,0,4.0,785,20,4949,42,650.0,2,20
38152,0,0,3.6,104,13,700,405,800.0,2,20
38153,1,0,4.0,362,20,2455,612,1000.0,2,20
38157,1,0,3.3,204,20,3241,525,600.0,2,20
38158,1,1,4.0,457,20,1761,606,1000.0,2,20
38160,1,0,4.3,909,20,4761,1019,2000.0,2,20
38161,1,0,3.7,50,20,365,1564,750.0,2,20
38163,1,1,4.2,2930,20,4733,976,1000.0,2,20
38165,1,1,4.4,719,20,83,1096,1000.0,2,20
38166,1,1,4.2,856,20,3012,1544,1400.0,2,20
38168,1,1,4.2,354,20,3175,1559,1200.0,2,20
38169,1,1,4.0,379,20,3339,1250,850.0,2,20
38170,1,1,4.3,3150,20,76,1424,1500.0,2,20
38172,1,0,3.8,177,62,1285,236,300.0,2,20
38174,1,1,4.4,219,20,4621,1539,850.0,2,20
38177,1,0,3.9,122,20,478,675,1000.0,2,20
38178,1,1,4.5,871,20,1504,157,1800.0,2,20
38181,1,0,4.0,141,20,4311,1284,550.0,2,20
38182,1,1,3.8,81,20,3197,606,800.0,2,20
38185,1,0,3.4,48,62,1835,1163,300.0,2,20
38187,1,0,2.1,253,29,3044,1393,500.0,2,20
38188,1,0,4.2,860,20,4999,1665,1800.0,2,20
38189,1,0,4.0,1103,20,69,1056,1300.0,2,20
38191,0,0,4.3,1789,20,3038,43,800.0,2,20
38192,0,0,4.2,1363,20,2388,287,700.0,2,20
38193,0,0,4.3,72,13,2861,481,400.0,2,20
38197,0,0,4.0,102,20,1924,522,550.0,2,20
38200,0,0,3.0,108,20,2272,1311,800.0,2,20
38201,0,0,3.7,145,22,425,573,1000.0,2,20
38210,0,0,2.9,46,20,348,1612,550.0,2,20
38219,0,0,4.1,121,20,767,1203,600.0,2,20
38221,1,0,4.1,118,20,1758,642,1000.0,2,20
38222,1,0,3.5,47,20,984,1557,450.0,2,20
38225,1,0,3.6,118,20,1186,522,500.0,2,20
38226,1,0,3.9,158,20,3250,610,1300.0,2,20
38227,1,0,3.7,46,20,64,1557,1000.0,2,20
38231,1,1,3.8,203,20,4827,1265,1200.0,2,20
38234,1,1,4.0,190,21,312,1368,1300.0,2,20
38236,1,0,3.7,110,20,2234,1143,700.0,2,20
38237,1,0,3.8,169,62,1691,1424,250.0,2,20
38239,1,0,3.6,79,62,1901,1562,500.0,2,20
38242,0,1,4.3,2698,5,154,721,1300.0,2,20
38243,0,1,4.1,101,57,1574,666,1000.0,2,20
38244,0,0,3.9,234,5,1571,1002,1000.0,2,20
38246,1,0,3.9,86,5,4651,726,1500.0,2,20
38252,1,1,4.2,508,20,3612,1137,800.0,2,20
38253,0,0,4.5,3589,13,654,339,900.0,2,20
38254,1,1,4.4,721,22,703,8,1700.0,2,20
38255,0,1,4.4,2275,20,4734,21,1100.0,2,20
38256,0,1,4.3,531,20,4762,1019,1400.0,2,20
38257,0,0,4.3,1189,20,3226,522,550.0,2,20
38258,0,0,4.4,1912,30,5149,964,400.0,2,20
38259,0,0,4.1,491,20,2754,1597,600.0,2,20
38261,0,0,4.3,164,13,1623,500,750.0,2,20
38262,0,0,4.1,362,62,157,1188,400.0,2,20
38263,0,0,4.3,792,16,4715,454,900.0,2,20
38264,0,0,3.9,84,62,2947,522,500.0,2,20
38265,0,0,4.1,787,20,337,1383,800.0,2,20
38266,0,0,4.0,1460,33,823,793,450.0,2,20
38267,0,0,4.3,539,20,4360,1160,800.0,2,20
38268,0,0,4.3,185,30,5163,794,500.0,2,20
38269,1,0,4.3,1135,13,645,439,800.0,2,20
38270,1,0,4.0,101,62,4500,1029,150.0,2,20
38271,0,0,3.9,58,72,1311,181,1200.0,2,20
38272,0,0,4.2,620,13,684,370,500.0,2,20
38273,0,0,2.7,77,62,483,1242,500.0,2,20
38276,0,0,3.8,136,20,994,1203,650.0,2,20
38281,0,0,4.0,54,62,3147,1118,400.0,2,20
38282,0,0,3.9,82,20,1033,604,450.0,2,20
38285,0,0,3.7,95,62,4672,822,500.0,2,20
38287,0,0,3.7,62,62,4261,822,200.0,2,20
38289,0,0,3.9,135,20,3937,990,800.0,2,20
38299,0,0,3.9,122,20,1202,1022,500.0,2,20
38308,0,1,3.9,158,20,2106,1455,1100.0,2,20
38310,0,0,4.0,209,20,4722,560,500.0,2,20
38311,0,0,4.2,222,30,2728,957,200.0,2,20
38323,0,0,3.9,42,20,2929,619,500.0,2,20
38325,0,0,4.1,399,62,2265,1185,300.0,2,20
38351,0,0,3.4,8,62,4806,1163,450.0,2,20
38352,0,0,3.4,10,62,2213,1216,350.0,2,20
38373,0,0,3.8,41,62,4448,211,100.0,2,20
38374,0,0,3.4,27,62,3561,1378,300.0,2,20
38393,0,0,3.0,53,62,4875,1607,250.0,2,20
38403,0,0,3.9,435,20,1127,1147,550.0,2,20
38413,0,0,3.7,68,20,397,1597,500.0,2,20
38416,1,0,2.9,48,3,1749,187,400.0,2,20
38433,0,0,3.5,140,20,2730,1163,600.0,2,20
38435,1,1,3.8,91,20,4361,1437,1800.0,2,20
38436,1,1,4.3,1052,20,3921,987,1600.0,2,20
38437,1,1,3.8,200,20,3074,988,1600.0,2,20
38438,1,0,4.4,1106,1,3847,179,600.0,3,20
38439,0,0,4.3,526,1,1652,1514,1400.0,3,20
38440,1,0,4.4,69,62,2446,794,300.0,3,20
38441,0,0,4.5,291,30,2344,962,400.0,3,20
38442,1,0,4.2,231,2,2683,194,300.0,3,20
38444,0,0,3.9,91,11,4977,783,400.0,3,20
38446,1,0,4.1,184,30,1729,772,550.0,3,20
38450,1,1,4.2,508,20,3612,1137,800.0,3,20
38451,1,1,4.2,2854,22,4028,1016,800.0,3,20
38452,0,1,4.3,476,54,1766,1131,2000.0,3,20
38453,0,1,4.1,1769,13,1738,387,1000.0,3,20
38454,1,0,4.0,1084,66,539,787,550.0,3,20
38455,0,0,4.4,1912,30,5149,964,400.0,3,20
38456,0,0,4.5,236,30,2357,795,1250.0,3,20
38457,1,0,4.9,1749,30,1610,772,400.0,3,20
38459,0,0,3.4,225,62,2282,1650,300.0,3,20
38461,1,0,4.1,45,30,3304,794,300.0,3,20
38462,1,0,4.1,117,13,1709,169,700.0,3,20
38463,0,0,4.0,1460,33,823,793,450.0,3,20
38464,0,0,4.3,185,30,5163,794,500.0,3,20
38466,1,1,4.1,300,20,429,920,1000.0,3,20
38467,1,0,4.1,118,14,2364,351,500.0,3,20
38468,1,0,4.5,221,41,246,778,450.0,3,20
38470,0,0,3.6,53,3,3976,188,300.0,3,20
38471,1,0,4.1,79,64,4533,869,350.0,3,20
38472,1,0,4.3,120,30,5165,794,400.0,3,20
38473,0,0,4.0,79,30,1642,772,800.0,3,20
38474,0,0,4.0,185,62,96,1124,400.0,3,20
38475,1,0,3.9,87,35,5184,779,400.0,3,20
38477,1,0,3.9,65,63,701,824,250.0,3,20
38478,1,0,3.9,148,41,1902,182,450.0,3,20
38483,1,0,3.8,59,69,1885,858,300.0,3,20
38486,0,0,4.0,100,30,2543,962,150.0,3,20
38489,1,0,3.9,61,9,2165,217,150.0,3,20
38490,1,0,4.0,68,30,2331,772,250.0,3,20
38492,1,0,4.2,132,30,90,955,180.0,3,20
38493,1,0,3.9,103,70,917,1128,400.0,3,20
38499,1,0,4.0,122,12,4490,218,500.0,3,20
38503,0,0,4.2,222,30,2728,957,200.0,3,20
38504,1,0,4.0,47,30,1913,778,300.0,3,20
38510,1,0,3.0,40,30,242,956,200.0,3,20
38536,0,0,3.4,27,62,3561,1378,300.0,3,20
38542,1,0,4.0,93,30,2447,772,300.0,3,20
38543,1,0,4.0,49,29,957,181,500.0,3,20
38544,1,0,3.7,75,30,5133,778,350.0,3,20
38545,0,0,3.9,50,30,1644,175,600.0,3,20
38546,1,0,4.1,129,22,5189,660,900.0,3,20
38549,1,1,4.7,4811,59,4561,1468,1300.0,3,20
38550,0,0,4.0,31,17,3792,430,1100.0,3,20
38551,1,0,4.3,657,17,835,428,750.0,3,20
38552,1,0,4.2,443,14,1633,483,700.0,3,20
38554,1,0,4.1,257,13,3774,403,500.0,3,20
38556,1,0,4.0,122,62,3441,1128,200.0,3,20
38560,1,0,4.2,34,30,2054,792,300.0,3,20
38562,1,0,2.9,48,3,1749,187,400.0,3,20
38570,0,1,4.4,2133,37,3590,1321,2200.0,4,20
38571,0,1,4.3,766,40,1260,1419,3000.0,4,20
38572,0,1,4.4,184,21,4731,1019,1800.0,4,20
38573,0,1,4.2,3130,46,1509,626,2500.0,4,20
38574,0,1,4.4,885,37,1594,148,3000.0,4,20
38575,1,1,4.4,2239,39,4759,1020,3000.0,4,20
38576,0,0,4.4,2421,25,93,1131,1500.0,4,20
38577,0,1,4.4,2052,21,2262,933,1200.0,4,20
38578,1,1,4.4,3702,23,3309,1474,1300.0,4,20
38579,0,1,4.1,1339,21,3756,815,2100.0,4,20
38580,1,1,4.3,3492,61,5205,648,1700.0,4,20
38581,1,0,4.6,2513,20,1465,814,1600.0,4,20
38582,0,0,4.3,1043,46,3154,1121,1500.0,4,20
38583,0,1,4.6,1438,37,4399,1633,2200.0,4,20
38584,1,1,4.3,772,20,4915,1504,1400.0,4,20
38586,1,1,4.4,1849,20,3928,1015,1500.0,4,20
38587,0,1,4.4,131,21,1554,1232,1000.0,4,20
38588,0,1,4.2,337,21,461,1382,1000.0,4,20
38589,0,0,4.3,461,25,1174,173,1500.0,4,20
38590,0,1,4.2,2079,20,1730,812,1500.0,4,20
38591,0,0,4.3,696,20,3249,1668,1500.0,4,20
38592,1,1,4.3,509,21,4153,560,1300.0,4,20
38593,0,0,4.1,1545,57,188,765,1200.0,4,20
38594,1,1,4.3,1052,20,3921,987,1600.0,4,20
38595,1,0,4.2,121,21,4338,1159,1000.0,4,20
38596,0,0,4.1,388,13,3696,333,1100.0,4,20
38597,0,0,3.9,156,20,907,1237,600.0,4,20
38598,0,1,3.7,93,14,3348,354,1000.0,4,20
38599,0,0,4.1,104,19,4417,472,1200.0,4,20
38600,0,0,3.1,122,21,427,1311,1200.0,4,20
38601,0,0,3.5,56,21,1565,154,1800.0,4,20
38602,0,0,3.9,73,46,1565,1631,2500.0,4,20
38604,0,0,3.8,216,20,3692,982,2000.0,4,20
38606,1,0,4.4,1106,1,3847,179,600.0,4,20
38607,1,0,4.0,869,62,1400,1618,400.0,4,20
38608,0,0,3.2,57,62,4600,1541,350.0,4,20
38609,1,0,3.9,107,62,4354,943,500.0,4,20
38611,0,1,4.4,4605,46,1507,156,1700.0,4,20
38612,0,1,4.6,2211,20,4385,1109,1800.0,4,20
38613,1,1,4.2,4748,20,858,1213,1500.0,4,20
38614,0,0,4.6,3998,54,3842,649,1500.0,4,20
38615,1,1,4.3,3150,20,76,1424,1500.0,4,20
38616,0,1,4.5,8402,61,2491,11,2000.0,4,20
38617,0,0,4.3,1789,20,3038,43,800.0,4,20
38618,0,1,4.6,2369,37,1945,526,2800.0,4,20
38619,0,0,4.2,1363,20,2388,287,700.0,4,20
38620,0,0,4.6,2289,13,2211,496,1100.0,4,20
38621,0,0,4.5,1597,21,1473,1557,1500.0,4,20
38622,1,1,3.9,1937,20,4387,1673,2100.0,4,20
38623,0,1,4.3,343,54,1526,139,1500.0,4,20
38624,1,1,4.1,2144,27,4372,540,2000.0,4,20
38625,0,0,4.6,986,37,4648,1664,3000.0,4,20
38626,0,1,4.5,5281,21,534,5,2500.0,4,20
38627,0,1,4.5,681,37,70,1092,3500.0,4,20
38628,1,1,4.5,1238,21,4758,146,1700.0,4,20
38629,0,1,4.3,2230,55,4717,696,1700.0,4,20
38630,1,0,4.3,7568,46,3362,33,1500.0,4,20
38631,1,1,4.4,1124,21,2093,209,1200.0,4,20
38632,0,1,4.6,1091,20,1584,807,1500.0,4,20
38633,0,0,4.2,634,60,4562,673,1300.0,4,20
38634,1,1,4.2,2720,13,3721,407,1200.0,4,20
38635,0,0,3.9,2328,20,1669,1601,700.0,4,20
38636,1,1,4.2,508,20,3612,1137,800.0,4,20
38637,0,1,4.1,2049,20,2385,1382,1600.0,4,20
38638,0,1,4.2,187,20,2302,1590,1000.0,4,20
38639,0,1,4.2,1452,60,4341,669,1500.0,4,20
38640,1,1,4.2,2854,22,4028,1016,800.0,4,20
38641,0,1,4.3,476,54,1766,1131,2000.0,4,20
38642,1,1,4.3,2047,20,4712,1637,1500.0,4,20
38643,0,1,4.3,605,21,1590,149,2500.0,4,20
38644,1,1,3.9,1370,37,3047,1163,2100.0,4,20
38645,1,1,4.2,2930,20,4733,976,1000.0,4,20
38646,1,1,4.4,493,5,4314,1131,1900.0,4,20
38647,1,1,4.5,1418,21,2373,522,1700.0,4,20
38648,0,1,4.3,671,20,4776,1019,2000.0,4,20
38649,0,1,4.5,1204,20,4760,1074,1100.0,4,20
38650,0,1,4.3,2698,5,154,721,1300.0,4,20
38651,1,0,4.3,2151,20,1058,240,600.0,4,20
38652,1,0,3.700448817952718,0,20,265,256,800.0,4,20
38653,0,0,4.5,3589,13,654,339,900.0,4,20
38654,0,1,4.4,211,5,1587,125,1200.0,4,20
38655,1,1,4.4,721,22,704,8,1700.0,4,20
38656,1,1,4.1,864,20,4626,1544,1400.0,4,20
38657,0,0,4.3,1720,46,2831,714,1300.0,4,20
38658,0,1,4.1,1730,13,3024,387,1000.0,4,20
38659,0,0,4.4,2645,13,1695,333,600.0,4,20
38660,0,1,4.3,688,37,1451,810,2500.0,4,20
38661,0,1,4.3,531,20,4762,1019,1400.0,4,20
38662,1,0,3.9,376,70,4112,1128,200.0,4,20
38663,0,1,4.5,302,20,3955,971,1500.0,4,20
38664,0,0,4.3,1189,20,3226,522,550.0,4,20
38665,1,0,4.4,2131,20,412,1409,750.0,4,20
38666,0,1,4.2,221,60,3854,692,1000.0,4,20
38667,0,1,4.2,254,57,187,31,1500.0,4,20
38668,0,0,4.3,696,37,418,817,3000.0,4,20
38669,0,1,3.8,51,20,3580,167,1500.0,4,20
38670,0,1,4.2,477,46,3388,883,3000.0,4,20
38671,0,0,4.3,2264,5,3767,890,1100.0,4,20
38672,1,0,4.0,785,20,4949,42,650.0,4,20
38673,0,1,4.3,299,5,1559,1110,1200.0,4,20
38674,0,1,4.1,568,22,3373,1356,2500.0,4,20
38675,0,1,4.4,193,37,5230,1106,2000.0,4,20
38676,0,0,4.1,491,20,2754,1597,600.0,4,20
38677,1,1,4.2,2286,21,1523,820,1400.0,4,20
38678,0,0,4.2,1330,57,1455,699,1100.0,4,20
38679,0,1,4.4,516,37,2895,1688,3200.0,4,20
38680,1,0,4.2,3569,13,712,460,650.0,4,20
38681,1,1,4.3,968,13,2903,386,750.0,4,20
38682,1,1,4.4,219,20,4621,1539,850.0,4,20
38683,1,1,4.5,871,20,1504,157,1800.0,4,20
38684,0,0,4.1,538,20,464,1599,500.0,4,20
38685,0,1,4.1,342,37,4749,1005,2500.0,4,20
38686,1,1,4.0,938,21,615,22,1000.0,4,20
38687,1,0,4.0,55,20,4643,1025,1500.0,4,20
38688,1,1,4.4,719,20,83,1096,1000.0,4,20
38689,0,1,4.4,127,20,1315,522,1200.0,4,20
38690,0,1,4.3,620,37,3970,1333,3400.0,4,20
38691,0,0,4.0,53,37,2118,143,2000.0,4,20
38692,0,1,4.1,101,57,1574,666,1000.0,4,20
38693,1,1,4.2,856,20,3012,1544,1400.0,4,20
38694,0,1,4.3,361,37,1827,1382,3500.0,4,20
38695,1,1,4.3,74,20,99,1551,700.0,4,20
38696,1,1,4.2,404,5,3345,898,1600.0,4,20
38697,0,0,4.2,2028,26,479,26,1200.0,4,20
38698,0,0,4.3,72,13,2861,481,400.0,4,20
38699,0,0,4.3,792,16,4715,454,900.0,4,20
38700,1,0,4.1,1131,20,4705,14,1500.0,4,20
38701,0,1,3.9,684,21,229,1569,1200.0,4,20
38702,0,0,4.1,787,20,337,1383,800.0,4,20
38703,0,1,4.2,546,26,3891,1412,1500.0,4,20
38704,0,1,4.3,330,20,2107,1286,1200.0,4,20
38705,0,1,4.3,237,37,4775,1019,4000.0,4,20
38706,0,0,3.9,168,20,2226,1203,500.0,4,20
38707,0,1,4.0,178,20,4840,1163,1300.0,4,20
38708,1,0,4.1,117,13,1710,169,700.0,4,20
38709,0,1,4.1,275,38,4796,1163,4000.0,4,20
38710,0,1,4.4,309,37,1313,1424,4000.0,4,20
38711,1,1,4.2,354,20,3175,1559,1200.0,4,20
38712,0,1,4.0,930,20,5087,1501,800.0,4,20
38713,1,1,4.1,456,20,2569,1163,600.0,4,20
38714,0,1,4.1,557,60,3005,883,1100.0,4,20
38716,0,0,3.9,951,57,209,1203,1100.0,4,20
38717,0,0,4.0,434,4,2827,1242,1000.0,4,20
